year,st,stateno,state,state_fips,state_icpsr,poptotal,evangelical_pop,nonwhite,gini_coef,region,total_expenditure,total_revenue,gsppcap,incomepcap,unemployment,povrate,earned_income_taxcredit,x_sales_taxes,x_tax_burden,x_top_corporateincometaxrate,prez_election_year,hou_chamber,sen_chamber,h_diffs,s_diffs,inst6014_nom,bowen_legprof_firstdim,bowen_legprof_seconddim,speaker_power,pctfemaleleg,efna_index,vepvotingrate,ranney4_control,overall_fin_reg,oelecsc,opartsc,nonindiv_contrib,union_density,pollib_median,innovatescore_boehmkeskinner,soc_capital_ma,citi6013,wpid,mood,anti_environment,anti_aid,anti_defense,anti_education,anti_welfare,anti_race,death_penalty,guncontrol_stand_your_ground,vcrimerate,z_education_expenditures_per_pup,mathscore4th,readscore4th,sqli,health_rank,genderrights_state_eras,infconsent,w_ec_access,solaw,vaaban,w_environment_solar_taxcredit,frps,drugs_medical_marijuana,gambling_lottery_adoption,guncontrol_assaultweapon_ban,guncontrol_opencarry,labor_minwage_abovefed,labor_right_to_work
1925,NV,28,Nevada,32,65,85000,NA,NA,0.3631824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,NV,28,Nevada,32,65,87000,NA,NA,0.37452948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,NV,28,Nevada,32,65,88000,NA,NA,0.3885361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,NV,28,Nevada,32,65,89000,NA,NA,0.45673862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,NV,28,Nevada,32,65,90000,NA,NA,0.44550589,2,NA,NA,NA,867,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,NV,28,Nevada,32,65,92000,NA,NA,0.45725501,2,NA,NA,NA,828,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,NV,28,Nevada,32,65,94000,NA,NA,0.43845722,2,NA,NA,NA,659,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,NV,28,Nevada,32,65,96000,NA,NA,0.39245361,2,NA,NA,NA,552,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,NV,28,Nevada,32,65,96000,NA,NA,0.41461605,2,NA,NA,NA,495,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,NV,28,Nevada,32,65,98000,NA,NA,0.40455827,2,NA,NA,NA,555,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,NV,28,Nevada,32,65,100000,NA,NA,0.43753418,2,NA,NA,NA,661,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37098,0.075136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,NV,28,Nevada,32,65,101000,NA,NA,0.46557844,2,NA,NA,NA,839,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.315018,0.075136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1779.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,NV,28,Nevada,32,65,103000,NA,NA,0.45624557,2,NA,NA,NA,769,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.130099,0.143993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,NV,28,Nevada,32,65,105000,NA,NA,0.46654749,2,NA,NA,NA,779,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.131896,0.143993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1707.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,NV,28,Nevada,32,65,107000,NA,NA,0.45512366,2,NA,NA,NA,859,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.139291,0.002059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,NV,28,Nevada,32,65,113000,NA,NA,0.40401152,2,NA,NA,NA,894,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.188987,0.002059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1722.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,NV,28,Nevada,32,65,120000,NA,NA,0.40759334,2,NA,NA,NA,982,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.274778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,NV,28,Nevada,32,65,137000,NA,NA,0.39697331,2,10031,13220,NA,1556,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.331163,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1696.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,NV,28,Nevada,32,65,151000,NA,NA,0.36191612,2,NA,NA,NA,1509,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.303171,2.93e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,NV,28,Nevada,32,65,153000,NA,NA,0.38752562,2,9182,13901,NA,1479,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.409609,2.93e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1745.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1945,NV,28,Nevada,32,65,149000,NA,NA,0.41313511,2,NA,NA,NA,1607,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.408616,0.020464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1781.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1946,NV,28,Nevada,32,65,143000,NA,NA,0.41292697,2,9618,12973,NA,1749,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.506387,0.020464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1712.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1947,NV,28,Nevada,32,65,149000,NA,NA,0.36417484,2,NA,NA,NA,1757,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.473925,0.042932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1413.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1948,NV,28,Nevada,32,65,156000,NA,NA,0.41937009,2,20325,20929,NA,1748,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.486231,0.042932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1975.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1949,NV,28,Nevada,32,65,157000,NA,NA,0.42249173,2,NA,NA,NA,1787,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.473585,0.022187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2123.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1950,NV,28,Nevada,32,65,162000,NA,NA,0.44293764,2,27487,27976,NA,1985,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.472497,0.022187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2110.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1951,NV,28,Nevada,32,65,168000,NA,NA,0.45167989,2,28864,31715,NA,2207,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.707667,4.83e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1952,NV,28,Nevada,32,65,181000,NA,NA,0.39720243,2,32435,34818,NA,2393,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.808469,4.83e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2044.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1953,NV,28,Nevada,32,65,195000,NA,NA,0.3933208,2,32703,38233,NA,2439,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.748382,0.021266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1954,NV,28,Nevada,32,65,213000,NA,NA,0.42917675,2,38550,41090,NA,2407,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-1.10095,0.021266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2257.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1955,NV,28,Nevada,32,65,237000,NA,NA,0.45966122,2,44531,48642,NA,2521,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.998221,0.043501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1956,NV,28,Nevada,32,65,250000,NA,NA,0.43609765,2,52022,61750,NA,2485,NA,NA,NA,2,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-1.009,0.043501,NA,NA,NA,41.47700119,NA,NA,NA,NA,NA,NA,0,NA,NA,2645.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1957,NV,28,Nevada,32,65,260000,NA,NA,0.43632361,2,64463,70572,NA,2559,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-1.02113,0.06883,NA,NA,NA,42.17100143,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1958,NV,28,Nevada,32,65,269000,NA,NA,0.41303256,2,73742,78283,NA,2622,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-1.16671,0.06883,NA,NA,NA,52.50699997,NA,NA,NA,NA,NA,NA,0,NA,NA,2785.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1959,NV,28,Nevada,32,65,279000,NA,NA,0.44013524,2,78484,81462,NA,2779,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.865522,0.022514,NA,NA,NA,52.0019989,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1960,NV,28,Nevada,32,65,285000,NA,NA,0.43265495,2,80186,87239,NA,2922,NA,NA,NA,2,NA,0,1,NA,NA,NA,NA,53.26406,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.880726,0.022514,NA,56.49579,NA,49.44100189,NA,NA,NA,NA,NA,NA,0,NA,145.8,2994.91,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1
1961,NV,28,Nevada,32,65,315000,NA,NA,0.45829183,2,89188,94910,NA,2988,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,53.7955,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.858004,5.6e-4,NA,53.30074,NA,54.38399887,NA,NA,NA,NA,NA,NA,0,NA,183.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1
1962,NV,28,Nevada,32,65,352000,NA,NA,0.46493626,2,106756,112433,NA,3222,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,53.7955,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.823797,5.6e-4,NA,53.39992,NA,57.54800034,NA,NA,NA,NA,NA,NA,0,NA,212.2,3014.91,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1
1963,NV,28,Nevada,32,65,397000,NA,NA,0.46168998,2,120772,131145,NA,3214,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,56.0308,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.795405,0.022484,NA,26.01681,NA,53.44400024,NA,NA,NA,NA,NA,NA,0,NA,205.2,3016.23,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1
1964,NV,28,Nevada,32,65,426000,NA,NA,0.45161387,2,151264,161754,NA,3257,NA,NA,NA,2,NA,0,1,NA,NA,NA,NA,56.0308,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,-0.761714,0.022484,NA,25.69342,NA,51.08399963,NA,NA,NA,NA,NA,NA,0,NA,240.9,3541.91,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,1
1965,NV,28,Nevada,32,65,444000,NA,NA,0.46563646,2,166981,178467,NA,3349,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,59.25653,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,-0.235949,0.024706,NA,21.11722,NA,47.47600174,NA,NA,NA,NA,NA,NA,0,NA,216.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,1
1966,NV,28,Nevada,32,65,446000,NA,NA,0.47188392,2,177263,180166,NA,3522,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,59.25653,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.261178,0.024706,NA,17.79814,NA,52.91799927,NA,NA,NA,NA,NA,NA,0,NA,217.4,3236.51,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,1
1967,NV,28,Nevada,32,65,449000,NA,NA,0.47733396,2,193881,200561,NA,3715,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,36.42385,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.229592,0.001031,NA,16.82182,NA,58.56399918,NA,NA,NA,NA,NA,NA,0,NA,247.7,3750.57,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,1
1968,NV,28,Nevada,32,65,464000,NA,NA,0.469266,2,210901,213967,NA,4169,NA,NA,NA,3,NA,0,1,NA,NA,NA,NA,36.42385,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.354756,0.001031,NA,24.84327,NA,53.7519989,NA,NA,NA,NA,NA,NA,0,NA,278.4,3519.9,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,1
1969,NV,28,Nevada,32,65,480000,NA,NA,0.48258698,2,226316,255211,NA,4530,NA,NA,NA,3,NA,0,0,NA,NA,NA,NA,25.26746,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.39874,0.054533,NA,30.99677,NA,49.66400146,NA,NA,NA,NA,NA,NA,0,NA,359.3,3399.82,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,1
1970,NV,28,Nevada,32,65,488738,NA,NA,0.42673725,2,266500,287822,NA,4932,NA,NA,NA,3,NA,0,0,NA,NA,NA,NA,25.26746,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.393714,0.054533,NA,31.14225,NA,50.01200104,NA,NA,NA,NA,NA,NA,0,NA,398.6,3783.47,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,1
1971,NV,28,Nevada,32,65,520018,NA,NA,0.49536583,2,295026,323588,NA,5218,NA,NA,NA,3,NA,0,0,NA,NA,NA,NA,54.59625,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,-0.310432,0.026624,NA,35.29019,NA,52.9620018,NA,NA,NA,NA,NA,NA,0,NA,372.2,3822.58,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,1
1972,NV,28,Nevada,32,65,546789,NA,NA,0.48095632,2,340562,366739,NA,5553,NA,NA,NA,3,NA,0,1,NA,NA,NA,NA,54.59625,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,-0.392384,0.026624,NA,25.32775,NA,47.98699951,NA,NA,NA,NA,NA,NA,0,NA,429.6,4172.99,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,1
1973,NV,28,Nevada,32,65,568991,NA,NA,0.47899002,2,382151,442489,NA,6093,NA,NA,NA,3,NA,0,0,NA,NA,NA,NA,68.95734,-1.1709858,0.33998522,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,-0.252368,0.024326,NA,41.57182,NA,44.02999878,0.075175017,0.726835619,0.376147501,0.098918736,0.563753145,0.252117569,0,NA,572.1,4160.86,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,0,1,1
1974,NV,28,Nevada,32,65,596822,NA,0.090256281,0.49106944,2,420890,502240,NA,6479,NA,NA,NA,3,NA,0,0,NA,NA,NA,NA,68.95734,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,27.200000760000002,-0.306206,0.024326,NA,34.29238,NA,42.09400177,0.081963249,0.775065921,0.315671471,0.087180095,0.462087667,0.246740413,0,NA,682.4,4050.94,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0,NA,0,0,1
1975,NV,28,Nevada,32,65,619972,11.8,0.092016131,0.4950577,2,499259,570665,NA,7029,9.7,NA,NA,3,NA,0,0,NA,NA,NA,NA,64.94583,-1.1003615,0.26093686,NA,11.7,NA,NA,1,NA,NA,NA,NA,23,-0.33250999999999997,0.019358,NA,37.18389,NA,43.14199829,0.106558785,0.778343216,0.324562532,0.112818198,0.46742191,0.272186436,0,NA,678.7,NA,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,0,NA,0,0,1
1976,NV,28,Nevada,32,65,646975,11.8,0.093707882,0.47651437,2,589920,689035,NA,7731,9,NA,NA,3,NA,0,1,NA,NA,NA,NA,64.94583,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,25.700000760000002,-0.38368,0.019358,NA,31.78532,0.126609504,41.57099915,0.09822464,0.782528215,0.299715772,0.091603036,0.641233449,0.280629954,0,NA,691,4356.88,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,0,NA,0,0,1
1977,NV,28,Nevada,32,65,678333,11.8,0.094920352,0.51747245,2,632780,762457,NA,8519,7,NA,NA,3,0.084,0,0,NA,NA,NA,NA,64.94583,-1.0999731,0.33327135,NA,11.7,NA,NA,1,NA,NA,NA,NA,28.200000760000002,-0.427275,0.05183,NA,28.25518,0.424290985,39.65599823,0.119295478,0.693167767,0.248699364,0.086969711,0.635501513,0.297403866,0,NA,743,4488.71,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,0,NA,0,0,1
1978,NV,28,Nevada,32,65,719436,11.8,0.095641166,0.50323129,2,774146,911469,NA,9718,4.4,NA,NA,3,0.081,0,0,NA,NA,NA,NA,64.94583,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,23.5,-0.471438,0.05183,NA,19.90696,0.058949135,39.50500107,0.104626931,0.705531439,0.229151856,0.113678936,0.617202363,0.288886356,0,NA,780.8,4411.91,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,0,NA,0,0,1
1979,NV,28,Nevada,32,65,765367,11.8,0.097415686,0.493285,2,861520,1059485,NA,10639,5.1,NA,NA,3,0.079,0,0,NA,NA,NA,NA,37.34766,-0.907489,0.17029954,NA,8.3,NA,NA,0.5,NA,NA,NA,NA,26.200000760000002,-0.449885,0.017714,NA,21.97629,0.419314355,34.49200058,0.132480815,0.723436185,0.17545264,0.10760676,0.611639709,0.276559088,0,NA,835.6,4412.5,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,0,NA,0,0,1
1980,NV,28,Nevada,32,65,800493,11.8,0.129130006,0.49379927,2,1097559,1220521,NA,11679,6.2,8.3,NA,3,0.071,0,1,NA,NA,NA,NA,37.34766,NA,NA,NA,NA,NA,0.43,0.5,NA,NA,NA,NA,26.5,-0.467923,0.017714,NA,21.48112,0.026295044,33.77700043,0.160334706,0.741340931,0.121753425,0.101534584,0.606077056,0.26423182,0,NA,912.6,4766.05,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,0,NA,0,0,1
1981,NV,28,Nevada,32,65,847655,11.8,0.171090797,0.49911222,2,1229923,1324411,NA,12711,7.1,10.5,NA,5.75,0.07,0,0,NA,NA,NA,NA,37.34766,-0.92357802,0.17656417,2.67,11.7,6.8,NA,0.5,NA,NA,NA,NA,28.5,-0.513476,5.32e-4,NA,21.346,-0.167647347,34.9659996,0.142689139,0.749672874,0.210117381,0.092963262,0.564106969,0.25213945,0,NA,896.4,4763.34,NA,NA,NA,NA,0,1,1,0,NA,0,NA,NA,0,NA,0,0,1
1982,NV,28,Nevada,32,65,881537,11.8,0.175809518,0.50471354,2,1413147,1551591,NA,13104,10.1,7.8,NA,5.75,0.071,0,0,NA,NA,NA,NA,37.34766,NA,NA,NA,NA,6.6,0.39,1,NA,NA,NA,NA,25.60000038,-0.562299,5.32e-4,NA,26.88612,0.080157727,36.23600006,0.125043571,0.758004816,0.298481337,0.08439194,0.522136882,0.240047081,0,NA,805.4,4704.54,NA,NA,NA,NA,0,1,1,0,NA,0,NA,NA,0,NA,0,0,1
1983,NV,28,Nevada,32,65,901977,11.8,0.179747224,0.51063389,2,1569977,1696064,NA,13600,9.8,9.7,NA,5.75,0.072,0,0,NA,NA,NA,NA,78.17874,-0.97977984,0.24657987,2.67,9.5,6.6,NA,1,NA,NA,NA,NA,22.700000760000002,-0.510655,0.026578,NA,36.44897,-0.068727046,37.74700165,0.090184905,0.786620938,0.351776154,0.065151325,0.496037425,0.219199984,0,NA,655.2,4717.94,NA,NA,NA,NA,0,1,1,0,NA,2,NA,NA,0,NA,0,0,1
