year,st,stateno,state,state_fips,state_icpsr,poptotal,evangelical_pop,nonwhite,gini_coef,region,total_expenditure,total_revenue,gsppcap,incomepcap,unemployment,povrate,earned_income_taxcredit,x_sales_taxes,x_tax_burden,x_top_corporateincometaxrate,prez_election_year,hou_chamber,sen_chamber,h_diffs,s_diffs,inst6014_nom,bowen_legprof_firstdim,bowen_legprof_seconddim,speaker_power,pctfemaleleg,efna_index,vepvotingrate,ranney4_control,overall_fin_reg,oelecsc,opartsc,nonindiv_contrib,union_density,pollib_median,innovatescore_boehmkeskinner,soc_capital_ma,citi6013,wpid,mood,anti_environment,anti_aid,anti_defense,anti_education,anti_welfare,anti_race,death_penalty,guncontrol_stand_your_ground,vcrimerate,z_education_expenditures_per_pup,mathscore4th,readscore4th,sqli,health_rank,genderrights_state_eras,infconsent,w_ec_access,solaw,vaaban,w_environment_solar_taxcredit,frps,drugs_medical_marijuana,gambling_lottery_adoption,guncontrol_assaultweapon_ban,guncontrol_opencarry,labor_minwage_abovefed,labor_right_to_work
1960,AK,2,Alaska,2,81,226000,NA,NA,0.43875948,2,56109,74646,NA,3062,NA,NA,NA,0,NA,9.36,1,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.245612,0.095726,NA,67.42435,NA,51.65399933,NA,NA,NA,NA,NA,NA,1,NA,104.3,3915.9,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1961,AK,2,Alaska,2,81,238000,NA,NA,0.43943149,2,81559,79609,NA,2932,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,97.15236,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.205143,0.00153,NA,70.44183,NA,47.30500031,NA,NA,NA,NA,NA,NA,1,NA,88.9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
1962,AK,2,Alaska,2,81,246000,NA,NA,0.45134881,2,111952,118245,NA,2970,NA,NA,NA,0.5,NA,9.36,0,NA,NA,NA,NA,97.15236,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.569637,0.00153,NA,70.84628,NA,49.99499893,NA,NA,NA,NA,NA,NA,1,NA,91.5,4225.25,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
1963,AK,2,Alaska,2,81,256000,NA,NA,0.41465557,2,137798,129090,NA,3087,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,92.88091,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.713682,0.017256,NA,63.86697,NA,47.19100189,NA,NA,NA,NA,NA,NA,1,NA,109.7,4082.74,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
1964,AK,2,Alaska,2,81,263000,NA,NA,0.46589541,2,175582,159487,NA,3382,NA,NA,NA,0,NA,9.36,1,NA,NA,NA,NA,92.88091,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.661158,0.017256,NA,63.87877,NA,54.3769989,NA,NA,NA,NA,NA,NA,1,NA,150,4371.83,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0
1965,AK,2,Alaska,2,81,271000,NA,NA,0.42827147,2,202222,191073,NA,3549,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.310769,0.034709,NA,66.17313,NA,54.42900085,NA,NA,NA,NA,NA,NA,1,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0
1966,AK,2,Alaska,2,81,271000,NA,NA,0.43791518,2,203150,198561,NA,3807,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.280519,0.034709,NA,66.74667,NA,55.71900177,NA,NA,NA,NA,NA,NA,1,NA,150.4,4626.21,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0
1967,AK,2,Alaska,2,81,278000,NA,NA,0.45720464,2,272309,259481,NA,4065,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,46.71631,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.334421,0.020202,NA,44.68911,NA,56.70700073,NA,NA,NA,NA,NA,NA,1,NA,160.7,4991.62,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0
1968,AK,2,Alaska,2,81,285000,NA,NA,0.47632256,2,286550,263609,NA,4305,NA,NA,NA,0,NA,9.36,1,NA,NA,NA,NA,46.71631,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.474569,0.020202,NA,55.37986,NA,53.35499954,NA,NA,NA,NA,NA,NA,1,NA,175.5,5278.18,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,0
1969,AK,2,Alaska,2,81,296000,NA,NA,0.4604508,2,285144,250910,NA,4769,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,51.85765,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.582139,0.019849,NA,54.35403,NA,47.98400116,NA,NA,NA,NA,NA,NA,1,NA,221.3,4974.13,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,0
1970,AK,2,Alaska,2,81,302583,NA,NA,0.45838544,2,354128,1211648,NA,5248,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,51.85765,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.72238,0.019849,NA,71.48432,NA,47.78499985,NA,NA,NA,NA,NA,NA,1,NA,278,5153.66,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,0
1971,AK,2,Alaska,2,81,315510,NA,NA,0.46719867,2,492499,430922,NA,5583,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,84.16553,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.763411,0.03848,NA,70.26427,NA,50.45800018,NA,NA,NA,NA,NA,NA,1,NA,355.3,6488.61,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,0
1972,AK,2,Alaska,2,81,324464,NA,NA,0.46164927,2,594197,458251,NA,5940,NA,NA,NA,0,NA,9.36,1,NA,NA,NA,NA,84.16553,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.788853,0.03848,NA,73.82514,NA,46.30099869,NA,NA,NA,NA,NA,NA,1,NA,370.5,6292.18,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,0
1973,AK,2,Alaska,2,81,330543,NA,NA,0.45824462,2,646098,466556,NA,6805,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,67.76886,0.63142967,-0.16206832,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.691463,8.9e-4,NA,54.44246,NA,44.90999985,0.088351987,0.7274354,0.351234944,0.083397361,0.5479724,0.323853857,1,NA,384.5,5983.21,NA,NA,NA,NA,1,0,NA,0,NA,NA,NA,NA,0,NA,0,1,0
1974,AK,2,Alaska,2,81,341063,NA,0.205492675,0.47139853,2,697584,527045,NA,8130,NA,NA,NA,0,NA,9.36,0,NA,NA,NA,NA,67.76886,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,34.5,0.741084,8.9e-4,NA,55.36886,NA,40.71699905,0.083059408,0.74091259,0.262725957,0.066593706,0.458502695,0.30384425,1,NA,453.1,5857.05,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,0,NA,0,1,0
1975,AK,2,Alaska,2,81,376170,11.9,0.22384575,0.47044101,2,833911,696085,NA,10666,6.7,NA,NA,0,NA,9.4,0,NA,NA,NA,NA,57.40521,1.7048037,-1.1363965,NA,15,NA,NA,0.5,NA,NA,NA,NA,34.5,0.623595,0.029173,NA,50.00179,NA,43.14199829,0.094898693,0.756677787,0.231653692,0.074979667,0.473459933,0.286696327,1,NA,539.8,NA,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1976,AK,2,Alaska,2,81,400969,11.9,0.225930169,0.46386895,2,1032889,1188279,NA,12109,8,NA,NA,0,NA,9.4,1,NA,NA,NA,NA,57.40521,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,34.29999924,0.559103,0.029173,NA,39.68948,NA,43.28699875,0.107781723,0.803949589,0.293611555,0.07989655,0.64905875,0.298644839,1,NA,540.1,6596.83,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1977,AK,2,Alaska,2,81,403436,11.9,0.221124068,0.49132249,2,1147589,1391605,NA,12388,9.4,NA,NA,0,0.11,9.4,0,NA,NA,NA,NA,57.40521,1.1402804,-0.34048438,NA,6.7,NA,NA,0.5,NA,NA,NA,NA,30.60000038,0.672727,0.001005,NA,44.31893,NA,42.32500076,0.097033352,0.628115987,0.210058874,0.048361977,0.614866725,0.310029428,1,NA,443.2,8540.21,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1978,AK,2,Alaska,2,81,404766,11.9,0.216187656,0.49437007,2,1289245,1317890,NA,12495,11.2,NA,NA,0,0.094,9.4,0,NA,NA,NA,NA,57.40521,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,30.39999962,0.627764,0.001005,NA,44.3133,NA,41.98600006,0.098405428,0.691826116,0.185685971,0.073257623,0.616973673,0.35510468,1,NA,441.9,9057.6,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1979,AK,2,Alaska,2,81,402753,11.9,0.210972711,0.48813379,2,1466387,1699416,NA,13199,9.2,NA,NA,0,0.086,9.4,0,NA,NA,NA,NA,47.66587,0.79418188,0.085625201,NA,11.7,NA,NA,0.5,NA,NA,NA,NA,30.700000760000002,0.331098,0.054081,NA,41.83323,NA,35.95399857,0.142568514,0.717472932,0.148363576,0.083476674,0.631275236,0.339498507,1,NA,491.1,NA,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1980,AK,2,Alaska,2,81,401851,11.9,0.205990046,0.50873017,2,2032718,3229513,NA,14975,9.5,9.6,NA,0,0.078,9.4,1,NA,NA,NA,NA,47.66587,NA,NA,NA,NA,NA,0.59,0.5,NA,NA,NA,NA,29.700000760000002,0.523059,0.054081,NA,42.22034,NA,35.10800171,0.186731607,0.743119747,0.111041182,0.093695724,0.645576799,0.323892333,1,NA,436,10218.9,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1981,AK,2,Alaska,2,81,418491,11.9,0.233478472,0.47148901,2,2543293,5133651,NA,16528,9.3,9,NA,0,0.059,9.4,0,NA,NA,NA,NA,51.77294,2.101146,-0.5352267,1.25,10,4.7,NA,0.5,NA,NA,NA,NA,33.70000076,0.61067,0.050068,NA,34.49155,NA,36.50699997,0.147285461,0.742779459,0.176544497,0.07902305,0.606685367,0.33038942,1,NA,615.8,10364,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1982,AK,2,Alaska,2,81,449606,11.9,0.234899998,0.49747211,2,3280885,5888850,NA,18819,9.9,10.6,NA,0,0.057,9.4,0,NA,NA,NA,NA,51.77294,NA,NA,NA,NA,4.9,0.63,0.5,NA,NA,NA,NA,29.299999239999998,0.830637,0.050068,NA,37.84078,NA,38.45299911,0.107839309,0.74243917,0.242047812,0.064350376,0.567793936,0.336886507,1,NA,623.7,11877.6,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1983,AK,2,Alaska,2,81,488417,11.9,0.23313114,0.505189,2,3854028,5246838,NA,18843,10.3,12.6,NA,0,0.054,9.4,0,NA,NA,NA,NA,55.41304,2.5788703,0.50629753,1.25,13.3,5,NA,0.5,NA,NA,NA,NA,24.89999962,0.818139,0.050997,NA,45.21283,NA,38.31900024,0.09370777,0.754171046,0.295974022,0.043245889,0.510682159,0.253267273,1,NA,613.8,12808,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1984,AK,2,Alaska,2,81,513702,11.9,0.235832691,0.50255704,2,4156859,5462672,NA,19395,10,9.6,NA,0,0.057,9.4,1,NA,NA,NA,NA,55.41304,NA,NA,NA,13.3,5.1,0.61,0.5,NA,NA,NA,NA,24.200000760000002,0.668526,0.050997,NA,46.41699,NA,37.52500153,0.060021094999999997,0.709445083,0.353959085,0.128643091,0.410707924,0.243036537,1,NA,621.6,13290,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1985,AK,2,Alaska,2,81,532495,16.799999,0.236022562,0.50468951,2,4949743,5917595,NA,20104,9.7,8.7,NA,0,0.059,9.4,0,NA,NA,NA,NA,59.90655,2.9260712,0.86233366,1.25,18.3,5.1,NA,0.5,NA,NA,NA,NA,25,0.820063,0.027553,NA,44.593,NA,39.44200134,0.117188089,0.659551227,0.366418219,0.081286612,0.510660926,0.35553522,1,NA,581.8,12674.3,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1986,AK,2,Alaska,2,81,544268,16.799999,0.239795953,0.57390326,2,4220878,6115297,NA,19673,10.8,11.4,NA,0,0.055,9.4,0,NA,NA,NA,NA,59.90655,NA,NA,NA,18.3,5,0.51,0.5,NA,NA,NA,NA,23.299999239999998,0.762996,0.027553,NA,51.07051,NA,40.03900146,0.062719747,0.717135857,0.389705995,0.059405586,0.398956631,0.222500332,1,NA,570.4,14715.8,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1987,AK,2,Alaska,2,81,539309,16.799999,0.245473102,0.64467525,2,4416197,4888975,54747,19244,10.8,12,NA,0,0.058,9.4,0,NA,NA,NA,NA,62.9996,1.9701391,0.77498525,1.25,20,5,NA,0.5,NA,NA,NA,NA,22.299999239999998,0.601133,0.014438,NA,54.97746,NA,40.11299896,0.083150849,0.699250172,0.332274101,0.083855069,0.553413934,0.228342453,1,NA,455.4,15816.4,NA,NA,NA,NA,1,0,1,0,NA,0,NA,NA,0,NA,0,1,0
1988,AK,2,Alaska,2,81,541983,16.799999,0.25232473,0.69510776,2,4197902,5158039,51373,19848,7.3,11,0,0,0.058,9.4,1,NA,NA,NA,NA,62.9996,NA,NA,NA,20,5,0.56,0.5,NA,NA,NA,NA,24.299999239999998,0.420246,0.014438,NA,53.86577,NA,39.70600128,0.07030873,0.640641852,0.345656377,0.04514032,0.497121468,0.297802963,1,NA,522.8,12183.7,NA,NA,NA,NA,1,1,1,0,NA,0,NA,NA,0,NA,0,1,0
1989,AK,2,Alaska,2,81,547159,16.799999,0.257314444,0.6674968,2,4447698,5112848,52974,21525,6.7,10.5,0,0,0.056,9.4,0,NA,NA,NA,NA,62.76421,1.075467,0.3540453,1.25,21.7,5.3,NA,0.5,NA,NA,NA,NA,22.89999962,0.510934,0.013487,NA,46.69838,NA,40.89699936,0.028860822,0.698559101,0.359224631,0.03105676,0.464123759,0.249728083,1,NA,497.7,11841.4,NA,NA,NA,NA,1,1,1,0,NA,0,NA,NA,0,0,0,1,0
1990,AK,2,Alaska,2,81,550043,16.799999,0.25994727,0.67073411,2,4687583,5547052,52002,22594,6.9,11.4,0,0,0.055,9.4,0,NA,NA,NA,NA,62.76421,NA,NA,NA,20,5.3,0.53,0.5,NA,NA,NA,4999765.77,23.200000760000002,0.662571,0.013487,NA,54.96703,NA,43.98500061,0.040594775,0.710181251,0.382309437,0.045998219,0.44528641,0.197530229,1,NA,524.5,11487.1,NA,NA,NA,NA,1,1,1,0,NA,0,NA,NA,0,0,0,1,0
1991,AK,2,Alaska,2,81,569273,16.799999,0.259525478,0.66460383,2,4941025,6355069,45285,23092,8.5,11.8,0,0,0.056,9.4,0,NA,NA,NA,NA,56.37982,1.2316277,-0.061834201,1.08,23.3,5.1,NA,0.5,NA,NA,NA,NA,21.60000038,0.865673,0.024716,NA,49.09368,NA,40.4090004,0.051836677,0.743107635,0.231185845,0.07632791,0.441126436,0.22777355,1,NA,613.9,12099.5,NA,NA,NA,NA,1,1,1,0,NA,0,NA,NA,0,0,0,1,0
1992,AK,2,Alaska,2,81,587073,16.799999,0.261299819,0.68781942,2,5254925,6327318,44418,23706,9.1,10.2,0,0,0.055,9.4,1,NA,NA,NA,NA,56.37982,NA,NA,NA,23.3,5.2,0.66,0.5,10,NA,NA,2999221.25,20.89999962,0.930174,0.024716,NA,52.78075,NA,42.08499908,0.077168375,0.734908685,0.302124683,0.067157729,0.514629567,0.247797622,1,NA,660.5,13845.5,NA,NA,24,30,1,1,1,0,NA,0,NA,NA,0,0,0,1,0
1993,AK,2,Alaska,2,81,596993,16.799999,0.264316589,0.6669994,2,5423008,7358035,43454,24478,7.5,9.1,0,0,0.054,9.4,0,NA,NA,NA,NA,52.1264,1.0684826,-0.12520589,0.75,21.7,4.8,NA,0.5,NA,NA,NA,NA,20.39999962,0.896169,0.086243,NA,51.61766,NA,38.70500183,0.102500074,0.726709736,0.373063521,0.057987548,0.588132698,0.267821694,1,0,760.8,13574,NA,NA,20,29,1,1,1,0,NA,0,NA,NA,0,0,0,1,0
1994,AK,2,Alaska,2,81,600624,16.799999,0.26655075,0.66679198,2,5751517,6203364,43407,25186,7.8,10.2,0,0,0.054,9.4,0,NA,NA,NA,NA,54.31458,NA,NA,NA,21.7,5.3,0.53,0.5,10,NA,NA,4258709.23,19.39999962,0.345224,0.086243,NA,39.94071,NA,34.4129982,0.096374646,0.749565835,0.332209224,0.092074302,0.640478735,0.294185626,1,0,766.3,NA,NA,NA,21,29,1,1,1,0,NA,0,NA,NA,0,0,1,1,0
1995,AK,2,Alaska,2,81,601345,15.5,0.266159743,0.67123258,2,5599033,8365899,45678,25778,NA,7.1,0,0,0.054,9.4,0,0.725,0.661,1.072,1.586,52.62707,1.0200046,0.21242429,0.95,23.3,5,NA,0.5,NA,NA,NA,NA,23.200000760000002,0.530579,0.050007,NA,30.47595,-0.224232212,31.73500061,0.112951487,0.752394843,0.310431421,0.085040269,0.626328319,0.288137041,1,0,770.9,13850.5,NA,NA,18,27,1,1,1,0,NA,0,NA,NA,0,0,1,1,0
1996,AK,2,Alaska,2,81,604918,15.5,0.269591749,0.66764355,2,5629502,8253549,44812,26179,7.8,8.2,0,0,0.052,9.4,1,0.725,0.661,1.072,1.586,52.62707,NA,NA,NA,23.3,5.1,0.6,0.5,10,NA,NA,3828979.5,22.39999962,0.811436,0.050007,NA,37.0107,0.048863977,30.0510006,0.129528329,0.755223851,0.288653617,0.078006236,0.612177903,0.282088456,1,0,727.7,13871.9,223.833,NA,19,25,1,1,1,0,NA,0,NA,0,0,0,1,1,0
1997,AK,2,Alaska,2,81,608846,15.5,0.274293929,0.60664004,2,5722455,9438512,60589,27197,7.9,8.8,0,0,0.05,9.4,0,0.736,0.709,1.094,1.651,51.11416,0.81798357,0.29248706,0.95,13.3,5.2,NA,0.5,NA,NA,NA,NA,20,0.852918,0.063428,NA,31.84009,-0.343794584,28.70499992,0.110515743,0.717580079,0.295715018,0.079399128,0.55137975,0.266440561,1,0,701.1,13946.7,NA,NA,18,23,1,1,1,0,NA,0,NA,0,0,0,1,1,0
1998,AK,2,Alaska,2,81,615205,15.5,0.276798368,0.5890373,2,5803173,9039233,56896,27943,5.8,9.4,0,0,0.05,9.4,0,0.736,0.709,1.094,1.651,51.11416,NA,NA,NA,13.3,5.5,0.55,0.5,12,NA,NA,1218253.79,20.39999962,0.592526,0.063428,NA,36.30187,-0.061603054,27.0510006,0.091503166,0.679936307,0.30277642,0.080792019,0.490581597,0.250792667,1,0,653.9,13940.2,NA,NA,23,26,1,1,1,0,NA,0,NA,0,0,0,1,1,0
1999,AK,2,Alaska,2,81,619500,15.5,0.281127423,0.5819838,2,6140559,7312896,55892,28538,6.4,7.6,0,0,0.049,9.4,0,0.717,0.709,1.094,1.558,51.13052,0.6705302,0.14830035,1.25,18.3,5.5,NA,0.5,NA,NA,NA,NA,20.39999962,0.763498,0.016509,NA,32.9792,-0.206551746,27.51099968,0.086277165,0.666680385,0.241776217,0.065076106,0.492745189,0.23910555,1,0,630.8,13484.3,NA,NA,23,26,1,1,1,0,NA,0,NA,1,0,0,1,1,0
2000,AK,2,Alaska,2,81,627428,15.5,0.279942572,0.57478046,2,6611154,8584447,54362,30508,6.6,7.6,0,0,0.048,9.4,1,0.717,0.709,1.094,1.558,51.13052,NA,NA,NA,18.3,5.5,0.68,0.5,12,NA,NA,1056494.12,21.89999962,0.536472,0.016509,NA,21.73506,-0.041401766,31.61199951,0.081051163,0.653424464,0.180776015,0.049360193,0.494908782,0.227418433,1,0,566.9,13078.5,NA,NA,23,26,1,1,1,0,0,0,0,1,0,0,1,1,0
2001,AK,2,Alaska,2,81,633160,15.5,0.283753544,0.56509936,2,9047480,6185917,56322,32251,6.3,8.5,0,0,0.047,9.4,0,0.703,0.714,1.245,1.372,50.81187,0.62530744,0.099076912,1.25,21.7,6.2,NA,0.5,NA,0.1,0,NA,22.10000038,0.663272,0.061465,NA,28.6746,-0.214072764,36.52600098,0.089707211,0.638642577,0.165474966,0.057847937,0.4607232,0.244527731,1,0,589.5,13043.6,NA,NA,17,22,1,1,2,0,0,0,0,1,0,0,1,1,0
2002,AK,2,Alaska,2,81,642391,15.5,0.286993772,0.57166678,2,7402469,5018805,57692,33174,7.7,8.8,0,0,0.047,9.4,0,0.703,0.714,1.245,1.372,50.81187,NA,NA,NA,20,5.7,0.54,0,11,0.1,0,1649964.59,24.5,0.633282,0.061465,NA,30.81409,-0.536769927,34.79600143,0.09836325,0.623860689,0.150173918,0.066335681,0.426537617,0.261637029,1,0,565.4,12720.3,NA,NA,16,24,1,1,2,0,0,0,0,1,0,0,1,1,0
2003,AK,2,Alaska,2,81,650426,15.5,0.29016462,0.58108729,2,8121540,6924221,55949,33657,8,9.6,0,0,0.048,9.4,0,0.673,0.73,1.237,1.475,35.98511,0.53789437,0.072404765,1.5,20,6.2,NA,0,NA,0.1,0,NA,22.5,0.465184,0.030943,NA,37.05696,0.030044347,37.32400131,0.095708944,0.573466446,0.179748076,0.069407073,0.42941716,0.235272163,1,0,598,12456.8,232.992,211.547,29,33,1,1,2,0,0,0,0,1,0,0,1,1,0
2004,AK,2,Alaska,2,81,660975,15.5,0.29270348,0.59042096,2,8089240,8852189,57955,34993,7.5,9.2,0,0,0.051,9.4,1,0.673,0.73,1.237,1.475,35.98511,NA,NA,NA,20,5.2,0.69,0,10,0.1,0,1738840.27,20.299999239999998,0.445111,0.030943,NA,43.06116,-0.178107306,36.07600021,0.093054637,0.523072202,0.209322235,0.072478466,0.432296702,0.208907297,1,0,632.3,12031.9,NA,NA,23,26,1,1,2,0,0,0,0,1,0,0,1,1,0
2005,AK,2,Alaska,2,81,668625,18.700001,0.29569059600000003,0.58914733,2,8055865,9185403,56713,36911,6.9,10,0,0,0.055,9.4,0,0.658,0.613,1.12,1.321,35.98511,1.016494,-0.19099329,1.5,18.3,5.5,NA,0,NA,0.1,0,NA,22.89999962,0.384034,0.038943,NA,40.29357,-0.357872188,42.26100159,0.084730655,0.441660697,0.27992392,0.068828339,0.417320869,0.218570445,1,0,632,11524,235.511,211.061,36,30,1,1,2,0,0,0,0,1,0,0,1,1,0
2006,AK,2,Alaska,2,81,676301,18.700001,0.295960069,0.57496226,2,8607819,10844814,59044,38951,6.6,8.9,0,0,0.054,9.4,0,0.658,0.613,1.12,1.321,35.98511,NA,NA,NA,18.3,5.4,0.51,0,10,0.1,0,2318576.16,22.39999962,0.316155,0.038943,NA,45.08204,-0.050590873,41.31900024,0.07640668,0.360249192,0.350525606,0.065178212,0.402345035,0.228233593,1,0,686.8,11160.5,NA,NA,34,33,1,1,2,0,0,0,0,1,0,0,1,1,0
2007,AK,2,Alaska,2,81,681111,18.700001,0.339096516,0.56249607,2,9191744,12819862,59909,41316,6.3,7.6,0,0,0.059,9.4,0,0.643,0.559,1.272,1.321,35.98511,0.94543773,0.034306388,0.75,21.7,5.7,NA,0,NA,0.1,0,NA,23.89999962,0.192819,0.109617,NA,59.80638,0.085527465,44.35400009,0.106296614,0.307626766,0.348478622,0.069662447,0.436707398,0.192109821,1,0,662.3,10873.9,237.274,214.477,35,32,1,1,2,0,0,0,0,1,0,0,1,1,0
2008,AK,2,Alaska,2,81,686293,18.700001,0.342618972,0.56250513,2,10115914,16314578,59057,44801,6.7,8.2,0,0,0.061,9.4,1,0.637,0.559,1.268,1.321,39.02507,NA,NA,NA,21.7,5.8,0.68,0.5,10,0.1,0,1436033.97,23.700000760000002,0.224406,0.109617,NA,67.10396,-0.011422959,44.66500092,0.13618654,0.255004339,0.346431637,0.074146683,0.471069761,0.155986048,1,0,650.9,10603.5,NA,NA,35,32,1,1,2,0,0,0,0,1,0,0,1,1,0
2009,AK,2,Alaska,2,81,698895,18.700001,0.348411471,0.56697708,2,10991829,9641320,63252,43233,7.7,11.7,0,0,0.065,9.4,0,NA,NA,NA,NA,42.48138,0.85425997,1.0190864,0.75,21.7,5.6,NA,0.5,NA,0.1,0,NA,22.299999239999998,0.088321,0.007663,NA,64.23826,-0.175073341,44.31499863,0.135762185,0.45804528,0.329294182,0.073437207,0.452525634,0.189059565,1,0,633,10781.3,237.212,211.127,31,34,1,1,2,0,0,0,0,1,0,0,1,0,0
2010,AK,2,Alaska,2,81,713910,18.700001,0.287276,0.5642215,2,10996963,12374672,63090,44205,7.9,12.4,0,0,0.07,9.4,0,NA,NA,NA,NA,42.48138,NA,NA,NA,21.7,5.6,0.52,0.5,10,0.1,0,1657033.59,22.89999962,0.121621,0.007663,NA,50.97919,-0.094832987,41.25699997,0.135337844,0.661086221,0.312156728,0.072727731,0.433981506,0.222133082,1,0,635.3,NA,NA,NA,28,30,1,1,2,0,0,1,0,1,0,0,1,1,0
2011,AK,2,Alaska,2,81,722128,18.700001,0.351617992,0.56681156,2,11320127,14920900,NA,52368,7.6,11.7,0,0,NA,9.4,0,0.64,-0.087,1.309,1.362,40.47055,1.426373,0.8907901,NA,23.3,5.7,NA,0.5,NA,0.1,0,815593.14,22.10000038,0.057622,NA,NA,55.60345,-0.516429782,NA,0.134342283,0.677454364,0.285415343,0.097983193,0.461552083,0.248577715,1,0,610.1,NA,236.36,207.924,37,29,1,1,2,0,0,1,0,1,0,0,1,1,0
2012,AK,2,Alaska,2,81,731449,18.700001,NA,0.57301652,2,11729460,14983391,NA,53597,7.1,10,0,0,NA,9.4,1,0.64,-0.087,1.309,1.362,42.48138,NA,NA,NA,25,5.9,0.59,0.5,10,0.1,0,1712931.76,NA,0.046934,NA,NA,54.5122,NA,NA,0.133346722,0.693822508,0.258673958,0.123238655,0.489122659,0.275022347,1,0,604.1,NA,NA,NA,31,28,1,1,2,0,0,1,0,1,0,0,1,1,0
2013,AK,2,Alaska,2,81,735132,18.700001,NA,0.55941278,2,12214628,14020602,NA,52682,6.9,10.9,0,0,NA,9.4,0,0.634,0.621,1.361,1.597,35.44347,1.1745812,1.0819975,NA,28.3,6,NA,0,NA,0.1,0,NA,NA,0.091995,NA,NA,60.27676,NA,NA,NA,NA,NA,NA,NA,NA,1,1,638.7,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,1,0,0,1,NA,0
